"Gene","logFC"
"Gene_16577",-0.0309116750944507
"Gene_16579",-0.00740630077069371
"Gene_16582",-0.0261382875292369
"Gene_16586",-0.00240097522245053
"Gene_16596",-0.0191336349956948
"Gene_16603",-0.0322869824943104
"Gene_16604",-0.0193361914537262
"Gene_16605",-0.0543773790042001
"Gene_16607",-0.145646686449678
"Gene_16610",-0.0656495055307751
"Gene_16611",-0.00539013534738197
"Gene_16612",-0.00397704554050327
"Gene_16613",-0.0126925224331997
"Gene_16617",-0.00373945711595791
"Gene_16621",-0.0186711248891256
"Gene_16622",-0.034408597974835
"Gene_16624",-0.0139618818453848
"Gene_16625",-0.015677374358257
"Gene_16626",-0.0519100636992618
"Gene_16627",-0.0343245348433734
"Gene_16630",-0.00919352865042766
"Gene_16632",-0.107136755516728
"Gene_16633",-0.00187364986763372
"Gene_16635",-0.080340900746704
"Gene_16637",-0.0164184845325441
"Gene_16638",-0.0590619793966138
"Gene_16640",-0.0798161537226969
"Gene_16646",-0.140310573458753
"Gene_16647",-0.0387912956825707
"Gene_16648",-0.0118319828525655
"Gene_16650",-0.0287569848238216
"Gene_16657",-0.0129438389642176
"Gene_16658",-0.0398979317196755
"Gene_16659",-0.00279857853525645
"Gene_16661",-0.00344502389906998
"Gene_16664",-0.00329473453429641
"Gene_16669",-0.0576515846768513
"Gene_16672",-0.0178915659992023
"Gene_16673",-0.0349596841932325
"Gene_16674",-0.0342834612934313
"Gene_16678",-0.0720012918836961
"Gene_16679",-0.045536159169596
"Gene_16690",-0.0112941771947721
"Gene_16691",-0.00759004758105908
"Gene_16693",-0.0211022627119579
"Gene_16696",-0.0122992361127436
"Gene_16698",-0.0571666010221348
"Gene_16699",-0.00793397370452453
"Gene_16708",-0.0241511583306053
"Gene_16710",-0.00178735938254881
"Gene_16711",-0.0252175942460369
"Gene_16720",-0.0444226898232443
"Gene_16721",-0.0488695398922472
"Gene_16722",-0.0728520442696801
"Gene_16723",-0.0365968373475507
"Gene_16726",-0.0767093765152387
"Gene_16734",-0.016732439309691
"Gene_16741",-0.0516562331381469
"Gene_16742",-0.0703008781532262
"Gene_16746",-0.0227520973709745
"Gene_16749",-0.00178709387180787
"Gene_16750",-0.0270692373733756
"Gene_16752",-0.0272849766267673
"Gene_16755",-0.0387486687690379
"Gene_16759",-0.0787517969288922
"Gene_16760",-0.0405750692597513
"Gene_16761",-0.0388068851739867
"Gene_16763",-0.0156048412732042
"Gene_16767",-0.0460387312503014
"Gene_16772",-0.00772224532413546
"Gene_16774",-0.00486103278378547
"Gene_16775",-0.00517745248706047
"Gene_16776",-0.0468899648241945
"Gene_16786",-0.0287191218148757
"Gene_16792",-0.0627077015780082
"Gene_16796",-0.0868312415594121
"Gene_16798",-0.00377591675218847
"Gene_16799",-0.0018636833548471
"Gene_16802",-0.0644853197603825
"Gene_16803",-0.0465405374030938
"Gene_16805",-0.0379023231022555
"Gene_16807",-7.86822814715649e-05
"Gene_16808",-0.0654309350157343
"Gene_16814",-0.0429050652821807
"Gene_16818",-0.0202691049008208
"Gene_16819",-0.0331712792062979
"Gene_16820",-0.0210460809073698
"Gene_16825",-0.127668144938368
"Gene_16826",-0.00853824102990952
"Gene_16829",-0.0638922175496792
"Gene_16831",-0.00241458080516521
"Gene_16832",-0.00802073389094193
"Gene_16833",-0.0172619385098138
"Gene_16835",-0.0631730177047043
"Gene_16837",-0.135406135864628
"Gene_16840",-0.0118876485661046
"Gene_16841",-0.0541097014862775
"Gene_16845",-0.00491814259825096
"Gene_16846",-0.0059480411758841
"Gene_16847",-0.0549546263722362
"Gene_16849",-0.00877489413843513
"Gene_16854",-0.0415982311743042
"Gene_16856",-0.040446452169618
"Gene_16864",-0.0640446462621163
"Gene_16868",-0.0442880541547481
"Gene_16874",-0.028525156713326
"Gene_16879",-0.111661600498072
"Gene_16880",-0.087333011122952
"Gene_16887",-0.0280404814594308
"Gene_16891",-0.00871779055228661
"Gene_16892",-0.00932556281041652
"Gene_16894",-0.0198437906516529
"Gene_16896",-0.110097280688132
"Gene_16897",-0.0866755739091105
"Gene_16900",-0.00261647110936591
"Gene_16902",-0.0514531285444573
"Gene_16905",-0.0476828430667724
"Gene_16909",-0.111451583186417
"Gene_16920",-0.0117519134812532
"Gene_16926",-0.00293420497549102
"Gene_16930",-0.115657364946306
"Gene_16932",-0.0138015635945763
"Gene_16939",-0.0537100720036259
"Gene_16941",-0.0651282317872317
"Gene_16942",-0.00643236005494829
"Gene_16944",-0.0431943962720274
"Gene_16945",-0.0275903907387121
"Gene_16948",-0.0268787422012307
"Gene_16951",-0.0546005130451568
"Gene_16952",-0.00727839964802834
"Gene_16961",-0.016793597454194
"Gene_16966",-0.0526479768683941
"Gene_16967",-0.0363128930697378
"Gene_16969",-0.0276018749177704
"Gene_16971",-0.00883814351606871
"Gene_16972",-0.0842851590373122
"Gene_16976",-0.0266056767124385
"Gene_16988",-0.0266166354393822
"Gene_16991",-0.0028852651061273
"Gene_16997",-0.033666915988233
"Gene_17012",-0.00492829221636182
"Gene_17018",-0.024654769415986
"Gene_17019",-0.0379153162978216
"Gene_17026",-0.012395166279072
"Gene_17033",-0.0136840590538023
"Gene_17036",-0.0218794770730759
"Gene_17038",-0.0223054076340135
"Gene_17041",-0.00693445009580973
"Gene_17042",-0.00720763820069159
"Gene_17044",-0.00693520508894574
"Gene_17045",-0.0285219972375557
"Gene_17048",-0.0274786648699124
"Gene_17051",-0.0148362928021246
"Gene_17057",-0.0438061910299852
"Gene_17058",-0.00492991347996607
"Gene_17060",-0.0694577612841347
"Gene_17061",-0.0359345790013146
"Gene_17062",-0.0113422390486719
"Gene_17064",-0.00574284974972938
"Gene_17069",-0.0419128362355976
"Gene_17070",-0.021786633488396
"Gene_17072",-0.0469231978251332
"Gene_17073",-0.0582921878755132
"Gene_17082",-0.0117276933615318
"Gene_17085",-0.053182771706318
"Gene_17086",-0.00780474642936024
"Gene_17088",-0.00159437437822207
"Gene_17091",-0.0924376036115135
"Gene_17092",-0.0266500646804126
"Gene_17094",-0.021466748305957
"Gene_17100",-0.0179201286137651
"Gene_17105",-0.0751397281962909
"Gene_17106",-0.0830831305392246
"Gene_17110",-0.0357123518833853
"Gene_17112",-0.0669196476980458
"Gene_17118",-0.0476408876518
"Gene_17120",-0.0201828426178556
"Gene_17123",-0.0169101753737508
"Gene_17124",-0.0256125998484205
"Gene_17125",-0.0323413866251072
"Gene_17126",-0.0114612969188443
"Gene_17127",-0.0294808230462951
"Gene_17128",-0.00325673157112139
"Gene_17132",-0.0178534227377023
"Gene_17133",-0.0416560650857734
"Gene_17134",-0.0508863421640564
"Gene_17136",-0.0201690569041282
"Gene_17141",-0.101490184374274
"Gene_17147",-0.0129624036167546
"Gene_17158",-0.0394489605687265
"Gene_17160",-0.0197627416232242
"Gene_17162",-0.0109858892844326
"Gene_17164",-0.0441509413220866
"Gene_17168",-0.00278500972978524
"Gene_17174",-0.0103454083560734
"Gene_17178",-0.00508389165203749
"Gene_17183",-0.057854149953291
"Gene_17188",-0.0479173534291175
"Gene_17189",-0.0584619901618444
"Gene_17198",-0.0164869267280228
"Gene_17201",-0.0397553380366018
"Gene_17202",-0.0197784269225574
"Gene_17204",-0.106659928148773
"Gene_17205",-0.031920068201182
"Gene_17208",-0.00664423457282837
"Gene_17210",-0.000247756766267759
"Gene_17212",-0.0522332027036811
"Gene_17221",-0.0109926304439991
"Gene_17226",-0.0402843250032401
"Gene_17234",-0.101383581260408
"Gene_17237",-0.000532220916001247
"Gene_17238",-0.0114488207733836
"Gene_17239",-0.108531176843216
"Gene_17247",-0.0129514694704356
"Gene_17248",-0.141683351706308
"Gene_17258",-0.016823163596503
"Gene_17263",-0.146386776048308
"Gene_17265",-0.0036339681719304
"Gene_17270",-0.00863629858484316
"Gene_17273",-0.0159604133814004
"Gene_17276",-0.0435761653944948
"Gene_17277",-0.041245291399524
"Gene_17283",-0.10466006756218
"Gene_17285",-0.0524132986469441
"Gene_17286",-0.00519652507701984
"Gene_17290",-0.000156081085616488
"Gene_17292",-0.0462177329103168
"Gene_17294",-0.00767761618968521
"Gene_17297",-0.0708951300533496
"Gene_17302",-0.0350840901695539
"Gene_17304",-0.043010506440154
"Gene_17305",-0.0157074735395271
"Gene_17309",-0.0355798427770067
"Gene_17315",-0.0282121932079336
"Gene_17318",-0.0504856130453
"Gene_17322",-0.0768561379347998
"Gene_17323",-0.0319310390006331
"Gene_17328",-0.0423801337139542
"Gene_17335",-0.00286856902617849
"Gene_17336",-0.0370334597367128
"Gene_17340",-0.0476944072239021
"Gene_17344",-0.0535596639921323
"Gene_17349",-0.0295766491330847
"Gene_17351",-0.00465039333944173
"Gene_17353",-0.0387691882419836
"Gene_17355",-0.044313490926307
"Gene_17359",-0.0333765122722847
"Gene_17360",-0.0364822213693405
"Gene_17361",-0.0213978234094858
"Gene_17365",-0.0782156257959747
"Gene_17368",-0.03799847393742
"Gene_17374",-0.0731390397044831
"Gene_17376",-0.0237166387673113
"Gene_17377",-0.050246547366128
"Gene_17387",-0.0153091110461148
"Gene_17390",-0.0463601918780845
"Gene_17392",-0.0267136162782671
"Gene_17396",-0.011276348802252
"Gene_17400",-0.0105053494837977
"Gene_17402",-0.0970246113521132
"Gene_17405",-0.0160552963818694
"Gene_17406",-0.00355038269119667
"Gene_17407",-0.00372767054940004
"Gene_17412",-0.0395292921258292
"Gene_17419",-0.00520586456750394
"Gene_17420",-0.0263379442091671
"Gene_17429",-0.0120448132566087
"Gene_17434",-0.0230612824817236
"Gene_17435",-0.0184719281382617
"Gene_17438",-0.111027373452365
"Gene_17440",-0.0337341150269141
"Gene_17441",-0.00345816771135299
"Gene_17446",-0.0681788897571196
"Gene_17450",-0.00368426445461756
"Gene_17452",-0.0748285763555927
"Gene_17453",-0.0219140510586504
"Gene_17455",-0.0497815696826542
"Gene_17456",-0.0415874232546556
"Gene_17460",-0.0245202636373412
"Gene_17462",-0.0410383184699632
"Gene_17465",-0.0303136339301626
"Gene_17470",-0.018657890055287
"Gene_17471",-0.00180614302356474
"Gene_17472",-0.0107383134746097
"Gene_17476",-0.017896350965132
"Gene_17478",-0.0431723176025187
"Gene_17483",-0.0590683235638818
"Gene_17484",-0.0247049195494116
"Gene_17485",-0.0275307418758053
"Gene_17486",-0.051331556413003
"Gene_17488",-0.042476331052685
"Gene_17492",-0.024540455038478
"Gene_17499",-0.0280832115229508
"Gene_17503",-0.0182633517096713
"Gene_17504",-0.0625767471574639
"Gene_17507",-0.000627829826164827
"Gene_17508",-0.0519995834507934
"Gene_17510",-0.00180680908394892
"Gene_17514",-0.00774932563564468
"Gene_17516",-0.0639567079539805
"Gene_17520",-0.0019060980551493
"Gene_17521",-0.0189124833305176
"Gene_17524",-0.0058991738372054
"Gene_17528",-0.0738757092540405
"Gene_17529",-0.0530279957470019
"Gene_17533",-0.0064090966553203
"Gene_17534",-0.0474434714073153
"Gene_17538",-0.0324878477236945
"Gene_17540",-0.0147328351107525
"Gene_17544",-0.00596637832586655
"Gene_17548",-0.0126398161338974
"Gene_17549",-0.0549312911259818
"Gene_17551",-0.0441059687252605
"Gene_17552",-0.0866506618687324
"Gene_17555",-0.029148828553494
"Gene_17557",-0.0135244708280617
"Gene_17569",-0.0551806834510433
"Gene_17573",-0.0381028313911047
"Gene_17574",-0.0086043269280589
"Gene_17577",-0.00417694682250414
"Gene_17579",-0.0101917192873149
"Gene_17581",-0.0358420242518509
"Gene_17582",-0.0279385929467608
"Gene_17586",-0.0371283235535809
"Gene_17592",-0.0096028706751059
"Gene_17596",-0.0459716217839827
"Gene_17602",-0.0271953828978306
"Gene_17604",-0.0227759004924
"Gene_17613",-0.0553403922269151
"Gene_17617",-0.0315108700565854
"Gene_17621",-0.0433236733133961
"Gene_17625",-0.0108038320999104
"Gene_17629",-0.00184235661274812
"Gene_17630",-0.0157111942710055
"Gene_17638",-0.0413150777359448
"Gene_17639",-0.0614358534824575
"Gene_17641",-0.0364436468650022
"Gene_17648",-0.00646589531298369
"Gene_17655",-0.0538310883449182
"Gene_17656",-0.0144071453079495
"Gene_17657",-0.0237191207039831
"Gene_17661",-0.0230064408593833
"Gene_17663",-0.0523602683465283
"Gene_17666",-0.0501927144629453
"Gene_17675",-0.0306807526421125
"Gene_17677",-0.038441888286262
"Gene_17681",-0.0312346798715093
"Gene_17682",-0.0444463200154135
"Gene_17684",-0.027592687351905
"Gene_17692",-0.00564897649856233
"Gene_17693",-0.00886941467112656
"Gene_17695",-0.175372686726263
"Gene_17696",-0.0119452730624094
"Gene_17698",-0.0827347099963935
"Gene_17699",-0.0246405470445819
"Gene_17701",-0.043359975517093
"Gene_17710",-0.0246456957551544
"Gene_17712",-0.0371380805684169
"Gene_17716",-0.0601991923093883
"Gene_17718",-0.0310988327656374
"Gene_17720",-0.0481672559651156
"Gene_17721",-0.00694974591271036
"Gene_17726",-0.0249468001478355
"Gene_17727",-0.023119565182554
"Gene_17736",-0.00838647478775068
"Gene_17738",-0.045140035918092
"Gene_17746",-0.000131410531659437
"Gene_17748",-0.0710293447277275
"Gene_17753",-0.00108058903028097
"Gene_17756",-0.0487106789804654
"Gene_17761",-0.0176252148897622
"Gene_17766",-0.0604499902786371
"Gene_17768",-0.0091332400167401
"Gene_17770",-0.0810681912200626
"Gene_17773",-0.0336998384758611
"Gene_17780",-0.00174882943744636
"Gene_17786",-0.027238830912899
"Gene_17787",-0.0274439285683159
"Gene_17790",-0.0136822197340267
"Gene_17793",-0.0566765309123305
"Gene_17794",-0.0184310919189601
"Gene_17805",-0.0713428685888959
"Gene_17808",-0.028260335688691
"Gene_17811",-0.0968725548409464
"Gene_17813",-0.0323692985919615
"Gene_17815",-0.0862406903672825
"Gene_17819",-0.0174995928794841
"Gene_17820",-0.0849309503448992
"Gene_17823",-0.00301934982967955
"Gene_17827",-0.0119732230701546
"Gene_17828",-0.008846147743927
"Gene_17834",-0.0192649466035402
"Gene_17839",-0.0218719398154068
"Gene_17844",-0.0275238362270156
"Gene_17850",-0.0149297495538954
"Gene_17854",-0.0302915371990577
"Gene_17855",-0.00430000595457036
"Gene_17857",-0.0312866028356695
"Gene_17860",-0.0369178631914187
"Gene_17864",-0.0044979710102151
"Gene_17865",-0.0201996631161712
"Gene_17866",-0.0533472593863462
"Gene_17869",-0.000979571343115548
"Gene_17872",-0.0689656093587065
"Gene_17874",-0.00349808179298972
"Gene_17880",-0.0058334774071942
"Gene_17883",-0.0229578529271617
"Gene_17887",-0.0395219478117341
"Gene_17888",-0.0302711679272645
"Gene_17893",-0.0676234964115419
"Gene_17895",-0.00868511354557056
"Gene_17900",-0.0463338159881777
"Gene_17902",-0.0173505055220273
"Gene_17904",-0.0875428883217846
"Gene_17906",-0.00936690242124749
"Gene_17908",-0.0772761391271697
"Gene_17919",-0.0176357163506546
"Gene_17920",-0.0232739992535467
"Gene_17922",-0.0309176558741444
"Gene_17924",-0.0478414953592985
"Gene_17931",-0.00683719206509315
"Gene_17932",-0.0108965970491588
"Gene_17936",-0.0359028393169516
"Gene_17940",-0.00370125736511273
"Gene_17945",-0.028082244421296
"Gene_17946",-0.0067181860086527
"Gene_17947",-0.0290946791865125
"Gene_17949",-0.0444316671702438
"Gene_17951",-0.0550862927758331
"Gene_17952",-0.109459264456131
"Gene_17953",-0.00586133768241348
"Gene_17957",-0.0396312434639592
"Gene_17958",-0.00904559019002793
"Gene_17961",-0.0405600399862642
"Gene_17966",-0.0449545979314419
"Gene_17968",-0.0625899180511831
"Gene_17970",-0.0340003945053269
"Gene_17980",-0.0140028021807534
"Gene_17981",-0.0401302151366405
"Gene_17982",-0.0322284709844998
"Gene_17984",-0.0164130402567428
"Gene_17989",-0.0329517499174954
"Gene_17997",-0.00820670407355184
"Gene_18003",-0.00321788195498707
"Gene_18004",-0.0755034085579656
"Gene_18005",-0.082982039362447
"Gene_18017",-0.0107454637690254
"Gene_18018",-0.0727636585590026
"Gene_18020",-0.0313272838397101
"Gene_18024",-0.0370439426665454
"Gene_18026",-0.0334076117068474
"Gene_18028",-0.0329022552995424
"Gene_18029",-0.00144622148003748
"Gene_18030",-0.0479287585631796
"Gene_18034",-0.0536296013533244
"Gene_18037",-0.0133288568191294
"Gene_18046",-0.0366797605047822
"Gene_18048",-0.0283873971799524
"Gene_18050",-0.00973156250018192
"Gene_18057",-0.000813354426459689
"Gene_18058",-0.00681718542402843
"Gene_18061",-0.0478253641148667
"Gene_18064",-0.0166733400369474
"Gene_18067",-0.0110815822052777
"Gene_18069",-0.0203351518495229
"Gene_18088",-0.0157976178826398
"Gene_18091",-0.0425418589982169
"Gene_18094",-0.0590489073232492
"Gene_18098",-0.0192284371949203
"Gene_18101",-0.0112177715229205
"Gene_18102",-0.0891693200289323
"Gene_18103",-0.0198029263622708
"Gene_18105",-0.0179666419464835
"Gene_18109",-0.0112011564129832
"Gene_18110",-0.0691635323067907
"Gene_18111",-0.00753625181205564
"Gene_18112",-0.00710654984018921
"Gene_18113",-0.0828477118856044
"Gene_18115",-0.0383024654701893
"Gene_18118",-0.0929818849082946
"Gene_18119",-0.0778468014517251
"Gene_18120",-0.0800053815483377
"Gene_18123",-0.00767237217082872
"Gene_18132",-0.0360257431687505
"Gene_18133",-0.014100428990178
"Gene_18134",-0.0359236020843494
"Gene_18139",-0.0168502314730472
"Gene_18140",-0.0445165582369329
"Gene_18141",-0.0183984415752541
"Gene_18145",-0.0504362517731884
"Gene_18146",-0.000338277937977693
"Gene_18147",-0.0634410956808913
"Gene_18149",-0.0437483028568626
"Gene_18150",-0.0710166364470322
"Gene_18151",-0.00415273509231628
"Gene_18152",-0.0234872503408865
"Gene_18153",-0.0310019581550018
"Gene_18158",-0.00135992570554855
"Gene_18161",-0.00453538556117383
"Gene_18170",-0.0397235783582075
"Gene_18174",-0.0167184032991794
"Gene_18175",-0.0425781493983619
"Gene_18177",-0.00168528807257973
"Gene_18179",-0.0191031444446037
"Gene_18180",-0.0963036466436393
"Gene_18187",-0.075877958127808
"Gene_18194",-0.00160261760153135
"Gene_18207",-0.0818424447006492
"Gene_18208",-0.114856946993543
"Gene_18210",-0.0122724689267444
"Gene_18212",-0.0248907771143738
"Gene_18220",-0.0638585197632429
"Gene_18232",-0.0224281388682015
"Gene_18233",-0.013650356863351
"Gene_18235",-0.022728696897333
"Gene_18237",-0.0176260433271538
"Gene_18239",-0.013163213304757
"Gene_18240",-0.0304658506435089
"Gene_18245",-0.0626877028260648
"Gene_18246",-0.100488238636457
"Gene_18248",-0.00538382856461395
"Gene_18252",-0.00837542932721247
"Gene_18256",-0.0363230351411588
"Gene_18257",-0.0174400279215523
"Gene_18261",-0.0365835611175189
"Gene_18264",-0.0183280321729078
"Gene_18268",-0.00263918591574708
"Gene_18269",-0.0972496758532508
"Gene_18277",-0.0203460962529749
"Gene_18279",-0.0342174189680118
"Gene_18280",-0.0351889489008133
"Gene_18283",-0.0340867669883336
"Gene_18294",-0.0374623006303012
"Gene_18295",-0.0544110116917809
"Gene_18303",-0.0641210188937293
"Gene_18315",-0.0973465096405222
"Gene_18318",-0.0696254317331495
"Gene_18322",-0.0820706892219945
"Gene_18324",-0.00358924763212265
"Gene_18331",-0.0833534412554657
"Gene_18333",-0.0134092324176383
"Gene_18339",-0.0235581723914153
"Gene_18346",-0.0665200035866702
"Gene_18349",-0.0348340874191191
"Gene_18353",-0.0297046004524573
"Gene_18354",-0.0267814327590892
"Gene_18357",-0.0816750327640428
"Gene_18370",-0.00898471596401418
"Gene_18374",-0.129866451892851
"Gene_18376",-0.0658597731660304
"Gene_18379",-0.0724987646466277
"Gene_18382",-0.0246275639129943
"Gene_18388",-0.0385678766833166
"Gene_18390",-0.0419066514371869
"Gene_18392",-0.0398903464875229
"Gene_18395",-0.00218724238719048
"Gene_18397",-0.00253984764686699
"Gene_18403",-0.00961034845224074
"Gene_18407",-0.0936478256705704
"Gene_18408",-0.0121573462798912
"Gene_18416",-0.0817395597340567
"Gene_18423",-0.00656777903413497
"Gene_18426",-0.0215748331342001
"Gene_18427",-0.00414571751636128
"Gene_18428",-0.0141206432551622
"Gene_18431",-0.0702134142824824
"Gene_18432",-0.0409368875105209
"Gene_18433",-0.0617957637341937
"Gene_18435",-0.0801122777261876
"Gene_18438",-0.0309097181494518
"Gene_18441",-0.0112755226405263
"Gene_18446",-0.0185451152212099
"Gene_18454",-0.064767882172974
"Gene_18461",-0.0359793004822784
"Gene_18462",-0.0402408418954168
"Gene_18464",-0.00407121731316673
"Gene_18468",-0.00871478536373482
"Gene_18472",-0.0573171393704657
"Gene_18473",-0.0119205254434953
"Gene_18475",-0.00367174522373315
"Gene_18479",-0.00271859013643461
"Gene_18480",-0.0692285973026374
"Gene_18484",-0.0233952956341028
"Gene_18487",-0.00870512423544589
"Gene_18496",-0.0400128915231002
"Gene_18507",-0.0183014999381963
"Gene_18508",-0.0397893973959613
"Gene_18509",-0.0431261153135902
"Gene_18510",-0.00299966761556014
"Gene_18518",-0.0520342756440924
"Gene_18522",-0.058979488456695
"Gene_18525",-0.0248799007324427
"Gene_18527",-0.07742472860454
"Gene_18528",-0.0531418307463993
"Gene_18529",-0.0183893299700628
"Gene_18534",-0.0830285158638868
"Gene_18538",-0.072129485776268
"Gene_18539",-0.00971411013448309
"Gene_18543",-0.0238652009404001
"Gene_18545",-0.0114981786935044
"Gene_18547",-0.0263580319542016
"Gene_18551",-0.00457094432465244
"Gene_18557",-0.0109431991849842
"Gene_18558",-0.0424147449114183
"Gene_18562",-0.0156362679780844
"Gene_18569",-0.0225749224278773
"Gene_18573",-0.0387327744806476
"Gene_18575",-0.00843078804129682
"Gene_18587",-0.0814877145262836
"Gene_18598",-0.0384816189381634
"Gene_18599",-0.0752451875858666
"Gene_18600",-0.0401297232929614
"Gene_18602",-0.0177174911088689
"Gene_18603",-0.00625104300837087
"Gene_18605",-0.00309579235817159
"Gene_18607",-0.0125938375025854
"Gene_18610",-0.0184991959102851
"Gene_18613",-0.0234450100989729
"Gene_18615",-0.0526847764110139
"Gene_18618",-0.100070229070425
"Gene_18621",-0.0479590191012425
"Gene_18625",-0.0583714399394619
"Gene_18633",-0.0552131951904982
"Gene_18634",-0.128447889617673
"Gene_18635",-0.0875847203645845
"Gene_18637",-0.0450883600667598
"Gene_18639",-0.0598292740084019
"Gene_18641",-0.0616098629837407
"Gene_18657",-0.017975642014163
"Gene_18659",-0.0270776043909406
"Gene_18662",-0.034686508913544
"Gene_18666",-0.104340025043186
"Gene_18673",-0.0203500189500572
"Gene_18676",-0.0211253774708475
"Gene_18677",-0.143907236224404
"Gene_18678",-0.025518977573054
"Gene_18684",-0.0276266046143907
"Gene_18696",-0.0573313311551509
"Gene_18697",-0.103425223780779
"Gene_18698",-0.061708889549128
"Gene_18700",-0.000451592089204755
"Gene_18703",-0.0801108870109641
"Gene_18704",-0.0825928983946143
"Gene_18705",-0.0423727602244655
"Gene_18708",-0.0491449862970774
"Gene_18718",-0.0643720418833902
"Gene_18723",-0.0302010717625816
"Gene_18724",-0.0533974865600486
"Gene_18726",-0.0438594104556711
"Gene_18736",-0.0434754970021736
"Gene_18740",-0.0525347512240959
"Gene_18741",-0.0110907441639534
"Gene_18743",-0.0741264694351984
"Gene_18745",-0.00944613021672192
"Gene_18746",-0.0607225051227185
"Gene_18747",-0.0274715871345821
"Gene_18753",-0.0302789207547294
"Gene_18761",-0.00409160642738593
"Gene_18764",-0.00138949327026117
"Gene_18766",-0.00163717248909778
"Gene_18769",-0.0772855456261361
"Gene_18770",-0.0705863356283394
"Gene_18785",-0.0238051726151545
"Gene_18792",-0.00177682036014915
"Gene_18795",-0.0134928871996154
"Gene_18796",-0.0359324420608056
"Gene_18798",-0.0425877907655896
"Gene_18800",-0.00892820986303766
"Gene_18801",-0.153697595018138
"Gene_18805",-0.0317774227883452
"Gene_18807",-0.0704247999920677
"Gene_18808",-0.0498450519135814
"Gene_18819",-0.0433580581643138
"Gene_18820",-0.0719886460130952
"Gene_18821",-0.0612356548530228
"Gene_18824",-0.0422100560868359
"Gene_18826",-0.0222694136332833
"Gene_18827",-0.0659720933740928
"Gene_18839",-0.0167992895649065
"Gene_18840",-0.073848907864118
"Gene_18844",-0.0435893785541208
"Gene_18846",-0.0245294816305339
"Gene_18850",-0.0769739283997692
"Gene_18851",-0.00201303293198851
"Gene_18852",-0.0142013993706001
"Gene_18861",-0.015074781986379
"Gene_18862",-0.00280710946328577
"Gene_18864",-0.00790619461792863
"Gene_18865",-0.0288875742778383
"Gene_18866",-0.0956346434339408
"Gene_18868",-0.0451140707005071
"Gene_18873",-0.104222591697813
"Gene_18877",-0.0384920824324526
"Gene_18879",-0.0404940566136571
"Gene_18880",-0.0386126225821486
"Gene_18890",-0.0173623035493393
"Gene_18891",-0.0154240840173694
"Gene_18893",-0.00250550944966799
"Gene_18896",-0.0236143410250587
"Gene_18898",-0.0632447170961634
"Gene_18901",-0.00481766520937699
"Gene_18905",-0.0295000101291993
"Gene_18906",-0.0278472420672569
"Gene_18909",-0.036522513743185
"Gene_18910",-0.0217861877923911
"Gene_18911",-0.00451555899971412
"Gene_18912",-0.0626029972290914
"Gene_18913",-0.0304614088111106
"Gene_18915",-0.0735902470109737
"Gene_18916",-0.0524600548414096
"Gene_18917",-0.015657423768396
"Gene_18918",-0.11276742704345
"Gene_18920",-0.0240960015802156
"Gene_18922",-0.0104274926372545
"Gene_18926",-0.0795188487554039
"Gene_18929",-0.036918081718301
"Gene_18932",-0.0694319631803895
"Gene_18934",-0.0244146896436956
"Gene_18940",-0.0151571347509996
"Gene_18944",-0.0122359208634086
"Gene_18948",-0.0448727214286828
"Gene_18957",-0.0787492274214845
"Gene_18961",-0.00178076753749812
"Gene_18965",-0.0121128643145845
"Gene_18966",-0.0317535064097956
"Gene_18967",-0.0473609367032215
"Gene_18968",-0.0691538359344808
"Gene_18971",-0.052139233755145
"Gene_18972",-0.0140885545412686
"Gene_18979",-0.0157206807416816
"Gene_18984",-0.0293120747357136
"Gene_18985",-0.027394856607772
"Gene_18992",-0.00807395809171751
"Gene_18993",-0.0838284479394984
"Gene_18995",-0.0620804934270556
"Gene_18996",-0.0255963044627272
"Gene_18998",-0.0123422201460732
"Gene_19005",-0.0218552745859633
"Gene_19006",-0.0322949254314802
"Gene_19007",-0.0072006767265731
"Gene_19011",-0.00541570580095696
"Gene_19012",-0.0134547099205191
"Gene_19014",-0.0844627081068925
"Gene_19023",-0.0644763228276894
"Gene_19030",-0.0442786180282004
"Gene_19031",-0.0853207626966475
"Gene_19037",-0.0120615687906396
"Gene_19039",-0.0798420698454518
"Gene_19041",-0.0348186434776743
"Gene_19042",-0.040037552246377
"Gene_19045",-0.0234793038371159
"Gene_19046",-0.0120606985654175
"Gene_19047",-0.0262395007333938
"Gene_19048",-0.0422959081280632
"Gene_19058",-0.0231541560944239
"Gene_19059",-0.00199021658733001
"Gene_19063",-0.0338359324148998
"Gene_19064",-0.05443785100007
"Gene_19071",-0.013841647204774
"Gene_19075",-0.0454437245266401
"Gene_19077",-0.0140243713380879
"Gene_19078",-0.0282810815543546
"Gene_19086",-0.0437754012164442
"Gene_19087",-0.011977562954339
"Gene_19088",-0.0408485675900012
"Gene_19093",-0.00354212973964874
"Gene_19096",-0.0437335310043716
"Gene_19099",-0.0144934531834355
"Gene_19102",-0.0119049275833887
"Gene_19103",-0.111884300090358
"Gene_19104",-0.0223289824331183
"Gene_19105",-0.0484396662188513
"Gene_19108",-0.0411008553604058
"Gene_19112",-0.0447999998530042
"Gene_19113",-0.0486230081496872
"Gene_19114",-0.0520825110285474
"Gene_19116",-0.0573000129815351
"Gene_19119",-0.0702260368005194
"Gene_19122",-0.077023054687491
"Gene_19124",-0.00218198530522429
"Gene_19128",-0.0684722105274651
"Gene_19134",-0.0398034846074538
